customer_id,first_name,last_name,email,city,state,segment,loyalty_tier,signup_date
55082,Matthew,Allen,mallen@hotmail.com,Columbus,OH,Consumer,Bronze,2019-05-15
89131,Ava,King,ava.king@hotmail.com,Indianapolis,IN,Consumer,Silver,2019-09-16
44671,Maria,Anderson,mariaand@gmail.com,Houston,TX,Home Office,Silver,2020-07-17
15695,Ava,Harris,harris71@hotmail.com,Columbus,OH,Consumer,Silver,2022-07-02
70217,David,Harris,,Jacksonville,FL,Corporate,Bronze,2022-07-20
80284,Sophia,Harris,sophiahar@outlook.com,Portland,OR,Consumer,Bronze,2022-04-13
26361,Charlotte,Wright,cwright@outlook.com,Charlotte,NC,Consumer,Silver,2022-01-28
59615,Matthew,Miller,miller26@outlook.com,Memphis,TN,Home Office,Bronze,2022-12-29
20328,Matthew,Thompson,matthew.thompson@outlook.com,Phoenix,AZ,Small Business,Silver,2020-10-27
82357,Daniel,Martin,danielmar@outlook.com,Columbus,OH,Consumer,Silver,2021-02-19
48427,John,Hill,john.hill@hotmail.com,Philadelphia,PA,Corporate,Gold,2022-05-08
92397,Abigail,Adams,adams41@outlook.com,Seattle,WA,Consumer,Gold,2021-12-22
91070,William,Hill,william.hill@yahoo.com,Portland,OR,Small Business,Bronze,2020-08-26
57400,Robert,Torres,rtorres@gmail.com,Dallas,TX,Consumer,Silver,2021-07-18
85674,Charlotte,Garcia,garcia41@hotmail.com,Nashville,TN,Home Office,Bronze,2021-11-01
35203,Mark,Wright,mwright@yahoo.com,Denver,CO,Home Office,Bronze,2022-05-24
19116,John,Williams,jwilliams@icloud.com,Indianapolis,IN,Consumer,Platinum,2021-05-31
16006,Anna,Taylor,annatay@yahoo.com,Charlotte,NC,Corporate,Silver,2019-07-23
96673,William,Thompson,thompson73@hotmail.com,Columbus,OH,Consumer,Bronze,2022-12-08
39871,Charles,Wright,wright12@outlook.com,Washington,DC,Small Business,Silver,2019-08-23
47930,Michael,King,king74@gmail.com,Dallas,TX,Consumer,Gold,2022-09-02
20458,Charlotte,Allen,charlotteall@hotmail.com,Austin,TX,Home Office,Bronze,2022-08-26
40512,Anthony,Anderson,aanderson@yahoo.com,San Diego,CA,Consumer,Bronze,2022-02-03
23238,Emma,Williams,emma.williams@gmail.com,Chicago,IL,Consumer,Silver,2020-03-16
59823,Thomas,Flores,flores86@outlook.com,Dallas,TX,Corporate,Gold,2021-05-30
46434,John,Nguyen,jnguyen@hotmail.com,Charlotte,NC,Small Business,Silver,2021-07-13
69429,Abigail,Davis,abigail.davis@icloud.com,San Diego,CA,Consumer,Gold,2020-04-12
93320,Paul,Wright,wright27@gmail.com,Charlotte,NC,Consumer,Silver,2021-04-27
57819,Abigail,Taylor,ataylor@outlook.com,Washington,DC,Corporate,Silver,2020-11-25
31319,David,Davis,ddavis@hotmail.com,Nashville,TN,Consumer,Silver,2021-07-17
58520,James,Hill,hill16@gmail.com,Las Vegas,NV,Corporate,Silver,2021-03-27
56566,Thomas,Miller,thomasmil@icloud.com,Fort Worth,TX,Corporate,Bronze,2021-05-01
37460,Ava,Jones,ajones@outlook.com,Austin,TX,Consumer,Bronze,2019-07-14
97841,Matthew,Smith,smith74@gmail.com,New York,NY,Consumer,Bronze,2020-10-02
44993,Sarah,Johnson,sjohnson@hotmail.com,Indianapolis,IN,Consumer,Bronze,2021-05-24
99593,David,Davis,david.davis@icloud.com,Austin,TX,Corporate,Bronze,2020-10-02
94939,Mia,Martin,mia.martin@yahoo.com,Philadelphia,PA,Corporate,Gold,2022-09-24
19358,Robert,Allen,rallen@hotmail.com,Indianapolis,IN,Consumer,Bronze,2020-06-06
89840,Daniel,Green,dgreen@outlook.com,San Antonio,TX,Corporate,Bronze,2021-02-05
93227,William,Nguyen,williamngu@yahoo.com,Jacksonville,FL,Consumer,Bronze,2019-11-09
32431,Michael,Williams,williams74@icloud.com,Dallas,TX,Corporate,Bronze,2022-11-07
80010,Abigail,Harris,abigail.harris@gmail.com,Austin,TX,Corporate,Gold,2021-08-29
42087,Olivia,White,oliviawhi@gmail.com,Dallas,TX,Home Office,Bronze,2019-05-18
31417,Andrew,Adams,adams76@outlook.com,Nashville,TN,Consumer,Silver,2019-07-06
70589,David,King,,Memphis,TN,Corporate,Gold,2019-06-24
59735,Andrew,Young,andrewyou@icloud.com,Dallas,TX,Home Office,Gold,2019-07-10
45382,Anna,Miller,amiller@outlook.com,Denver,CO,Small Business,Bronze,2021-06-03
93886,Olivia,Scott,scott88@yahoo.com,New York,NY,Consumer,Bronze,2019-07-17
83000,Emma,Scott,escott@outlook.com,Seattle,WA,Consumer,Silver,2021-02-02
38785,Lisa,Jackson,jackson82@icloud.com,San Antonio,TX,Consumer,Bronze,2019-09-24
99733,Thomas,Martin,martin12@outlook.com,Chicago,IL,Corporate,Bronze,2022-02-13
52504,Steven,Jackson,sjackson@outlook.com,San Diego,CA,Home Office,Bronze,2019-05-03
17331,Mia,Davis,davis84@gmail.com,Columbus,OH,Home Office,Gold,2022-04-16
40021,Mark,Jones,mark.jones@outlook.com,Indianapolis,IN,Consumer,Silver,2022-02-24
14207,Emma,King,king43@icloud.com,Denver,CO,Corporate,Gold,2022-02-24
51347,Ava,Scott,avasco@icloud.com,San Diego,CA,Consumer,Bronze,2020-11-06
62581,Harper,Smith,smith31@gmail.com,Memphis,TN,Corporate,Bronze,2022-10-04
45093,Anthony,Adams,adams28@icloud.com,Indianapolis,IN,Consumer,Bronze,2019-09-08
18675,Daniel,Nguyen,daniel.nguyen@yahoo.com,Portland,OR,Corporate,Silver,2021-04-21
37653,James,Green,james.green@icloud.com,Memphis,TN,Consumer,Bronze,2020-12-25
84341,Charlotte,Nguyen,charlotte.nguyen@yahoo.com,Indianapolis,IN,Consumer,Bronze,2022-09-24
51245,Steven,Adams,sadams@hotmail.com,Charlotte,NC,Small Business,Bronze,2021-05-16
37869,Mia,Brown,miabro@hotmail.com,New York,NY,Consumer,Silver,2019-04-16
95909,Emma,Nguyen,emmangu@hotmail.com,Chicago,IL,Corporate,Bronze,2020-08-12
75435,Abigail,White,white17@hotmail.com,San Jose,CA,Corporate,Silver,2022-05-14
61856,Charlotte,Davis,charlottedav@yahoo.com,San Diego,CA,Home Office,Bronze,2020-10-01
94259,Sarah,Garcia,sgarcia@icloud.com,Fort Worth,TX,Home Office,Gold,2020-12-21
70142,Andrew,Hill,hill50@hotmail.com,Memphis,TN,Home Office,Bronze,2019-08-01
28726,Michael,Scott,scott78@yahoo.com,San Diego,CA,Consumer,Gold,2022-03-29
44718,William,Thompson,wthompson@outlook.com,San Jose,CA,Consumer,Bronze,2021-11-05
28301,Sarah,Harris,harris34@outlook.com,Las Vegas,NV,Corporate,Gold,2020-03-11
42325,Andrew,Johnson,ajohnson@yahoo.com,Washington,DC,Corporate,Platinum,2019-11-13
83579,Sarah,Moore,,Jacksonville,FL,Home Office,Bronze,2022-09-06
80644,Amelia,Davis,adavis@yahoo.com,Indianapolis,IN,Consumer,Bronze,2021-09-14
44438,Mia,Nelson,mianel@outlook.com,Denver,CO,Consumer,Bronze,2020-04-04
86622,Michael,Green,mgreen@hotmail.com,Unknown,WA,Corporate,Silver,2019-08-10
66155,William,Brown,wbrown@hotmail.com,Jacksonville,FL,Small Business,Platinum,2020-12-18
86484,Emma,Harris,eharris@icloud.com,Columbus,OH,Small Business,Gold,2022-02-13
62350,Ava,Jones,ava.jones@outlook.com,Denver,CO,Corporate,Gold,2021-01-22
57447,Robert,Hill,hill60@icloud.com,Austin,TX,Consumer,Bronze,2019-08-24
38746,Mark,Harris,markhar@outlook.com,Jacksonville,FL,Consumer,Bronze,2020-07-24
28131,John,Wright,john.wright@outlook.com,Memphis,TN,Corporate,Silver,2022-03-21
76784,Robert,Thompson,robert.thompson@outlook.com,Charlotte,NC,Home Office,Gold,2020-04-08
74686,Charlotte,Moore,moore93@outlook.com,Dallas,TX,Consumer,Silver,2021-05-28
21915,Anthony,Allen,allen37@outlook.com,San Jose,CA,Corporate,Bronze,2022-02-22
16175,Evelyn,Anderson,eanderson@yahoo.com,Dallas,TX,Home Office,Gold,2022-06-27
24371,William,Nguyen,wnguyen@icloud.com,San Diego,CA,Consumer,Gold,2022-06-10
30033,Daniel,Adams,daniel.adams@yahoo.com,Houston,TX,Corporate,Bronze,2022-10-14
92240,Isabella,Harris,isabellahar@icloud.com,San Antonio,TX,Consumer,Silver,2022-08-09
30969,William,Allen,william.allen@yahoo.com,Austin,TX,Consumer,Bronze,2022-02-14
99192,Andrew,Flores,andrewflo@icloud.com,Houston,TX,Consumer,Gold,2019-02-23
65333,Abigail,Torres,abigail.torres@yahoo.com,Denver,CO,Corporate,Bronze,2022-06-01
88172,Evelyn,Adams,adams52@gmail.com,Memphis,TN,Corporate,Bronze,2022-09-09
18326,Maria,Thompson,maria.thompson@hotmail.com,Philadelphia,PA,Corporate,Gold,2022-11-21
60432,David,White,david.white@yahoo.com,San Antonio,TX,Consumer,Bronze,2020-07-01
60019,Anthony,Flores,anthonyflo@icloud.com,San Antonio,TX,Consumer,Bronze,2019-03-01
88104,Sophia,Nelson,nelson71@hotmail.com,Indianapolis,IN,Home Office,Bronze,2020-01-05
71348,Steven,Moore,smoore@yahoo.com,Dallas,TX,Corporate,Bronze,2020-07-13
79352,William,Harris,wharris@outlook.com,Washington,DC,Consumer,Bronze,2022-12-10
42953,Maria,Adams,maria.adams@gmail.com,Seattle,WA,Home Office,Silver,2020-09-24
82512,James,Garcia,jamesgar@icloud.com,Nashville,TN,Consumer,Bronze,2020-11-26
11504,John,Torres,john.torres@icloud.com,San Jose,CA,Consumer,Platinum,2020-12-19
99166,Paul,Green,green32@yahoo.com,Houston,TX,Consumer,Bronze,2019-01-13
25014,Michael,Martin,martin73@gmail.com,San Antonio,TX,Consumer,Bronze,2020-01-07
99353,Anthony,Harris,aharris@yahoo.com,San Jose,CA,Consumer,Gold,2019-10-21
80381,William,Wilson,william.wilson@gmail.com,San Diego,CA,Home Office,Gold,2022-03-05
44973,Lisa,Nguyen,lisa.nguyen@outlook.com,Jacksonville,FL,Home Office,Silver,2022-09-08
94012,Amelia,Davis,adavis@outlook.com,Philadelphia,PA,Corporate,Silver,2021-03-31
54587,Thomas,Flores,flores27@hotmail.com,San Jose,CA,Consumer,Bronze,2019-05-23
24621,Mia,King,king44@icloud.com,New York,NY,Consumer,Bronze,2019-10-18
48469,Mark,Wilson,,Memphis,TN,Consumer,Gold,2022-07-20
66985,Sophia,Nguyen,sophiangu@outlook.com,Denver,CO,Corporate,Silver,2019-03-04
30730,Mia,Nguyen,mnguyen@hotmail.com,Phoenix,AZ,Corporate,Bronze,2019-07-07
69470,James,Thompson,james.thompson@yahoo.com,Dallas,TX,Consumer,Silver,2021-12-22
10425,Sarah,Martin,smartin@outlook.com,Los Angeles,CA,Consumer,Bronze,2020-03-16
44522,David,King,davidkin@icloud.com,Los Angeles,CA,Home Office,Bronze,2021-02-09
75612,Andrew,Davis,davis64@yahoo.com,Denver,CO,Consumer,Bronze,2021-05-09
33416,Mark,Wilson,mwilson@icloud.com,San Jose,CA,Consumer,Bronze,2021-07-18
76542,Andrew,Harris,harris95@gmail.com,Memphis,TN,Consumer,Gold,2020-11-29
23947,Michael,Williams,michaelwil@gmail.com,Phoenix,AZ,Consumer,Silver,2019-11-19
91959,Mia,Scott,scott51@yahoo.com,Portland,OR,Corporate,Silver,2021-01-27
49117,Maria,Taylor,maria.taylor@yahoo.com,Indianapolis,IN,Corporate,Silver,2020-09-30
93748,Steven,Davis,davis40@outlook.com,Houston,TX,Small Business,Bronze,2020-10-26
76540,Olivia,Wilson,owilson@hotmail.com,New York,NY,Consumer,Bronze,2022-03-08
89818,Matthew,Anderson,manderson@outlook.com,Unknown,DC,Small Business,Bronze,2022-05-06
36071,Mia,Anderson,mia.anderson@icloud.com,San Jose,CA,Corporate,Bronze,2019-06-23
30032,Michael,Adams,,Indianapolis,IN,Consumer,Bronze,2019-04-18
59009,Sophia,Moore,sophia.moore@yahoo.com,Indianapolis,IN,Corporate,Silver,2019-11-15
31174,Michael,Williams,williams49@gmail.com,Charlotte,NC,Corporate,Bronze,2019-11-19
80697,Maria,Jones,jones97@yahoo.com,Austin,TX,Corporate,Bronze,2022-06-19
79514,Emma,Jones,ejones@icloud.com,Philadelphia,PA,Consumer,Gold,2019-04-12
10074,Olivia,Davis,odavis@gmail.com,Unknown,CA,Corporate,Silver,2022-10-12
88504,Andrew,Jackson,andrewjac@outlook.com,Dallas,TX,Consumer,Bronze,2019-06-17
52487,Abigail,Scott,abigailsco@yahoo.com,Indianapolis,IN,Home Office,Silver,2020-07-11
74042,Harper,Jones,harperjon@hotmail.com,Houston,TX,Consumer,Bronze,2021-06-26
12552,Evelyn,Scott,escott@hotmail.com,Chicago,IL,Corporate,Bronze,2022-09-17
24662,Maria,Miller,miller78@hotmail.com,Fort Worth,TX,Corporate,Bronze,2021-05-18
57576,Andrew,Williams,andrewwil@yahoo.com,Indianapolis,IN,Consumer,Silver,2021-09-21
50306,Olivia,White,olivia.white@icloud.com,Chicago,IL,Corporate,Bronze,2022-05-28
41385,Robert,White,white77@icloud.com,Washington,DC,Corporate,Bronze,2021-06-24
17592,Charlotte,Anderson,charlotte.anderson@outlook.com,Portland,OR,Corporate,Silver,2021-04-28
41571,Anna,Moore,anna.moore@icloud.com,Las Vegas,NV,Corporate,Bronze,2020-07-13
84364,Charlotte,Harris,charlottehar@gmail.com,Los Angeles,CA,Corporate,Platinum,2020-03-17
20322,Sarah,White,sarahwhi@icloud.com,Phoenix,AZ,Home Office,Bronze,2021-11-15
21226,Olivia,Johnson,ojohnson@yahoo.com,Phoenix,AZ,Corporate,Silver,2019-08-22
73699,Paul,Miller,miller24@icloud.com,Washington,DC,Home Office,Silver,2020-12-07
19071,Mia,Flores,flores21@yahoo.com,San Jose,CA,Corporate,Platinum,2021-05-30
79822,Andrew,White,white17@icloud.com,Chicago,IL,Consumer,Silver,2019-08-16
26483,Evelyn,Jackson,evelynjac@hotmail.com,San Diego,CA,Consumer,Bronze,2020-08-03
26828,Sophia,Adams,adams68@icloud.com,Houston,TX,Corporate,Bronze,2022-10-20
96474,Ava,Nguyen,,Denver,CO,Corporate,Silver,2022-10-21
72296,Amelia,Young,,Columbus,OH,Consumer,Platinum,2022-04-29
82063,Michael,Scott,michael.scott@outlook.com,Nashville,TN,Consumer,Bronze,2021-09-23
31643,Abigail,Smith,asmith@hotmail.com,Nashville,TN,Corporate,Bronze,2021-12-15
44741,Abigail,Green,abigailgre@gmail.com,Nashville,TN,Consumer,Silver,2022-09-28
79163,Anna,Adams,anna.adams@icloud.com,San Diego,CA,Consumer,Bronze,2020-09-23
89507,Evelyn,Nguyen,nguyen54@gmail.com,Seattle,WA,Corporate,Silver,2019-04-04
65461,Lisa,Young,lisa.young@gmail.com,Fort Worth,TX,Small Business,Silver,2020-03-27
37760,Harper,Jackson,jackson14@gmail.com,Charlotte,NC,Corporate,Silver,2021-03-20
80686,Harper,Martin,martin33@outlook.com,Charlotte,NC,Home Office,Silver,2022-05-12
36365,Lisa,Smith,smith57@yahoo.com,Unknown,CA,Home Office,Bronze,2019-04-23
50857,Andrew,Thomas,thomas58@hotmail.com,Washington,DC,Consumer,Bronze,2019-01-16
62296,Sophia,Taylor,sophia.taylor@hotmail.com,Columbus,OH,Home Office,Silver,2020-02-23
98039,James,Nguyen,jamesngu@icloud.com,San Jose,CA,Consumer,Gold,2020-09-09
95180,Lisa,Jackson,,Washington,DC,Home Office,Bronze,2020-03-08
58944,Amelia,Green,green77@yahoo.com,Nashville,TN,Corporate,Silver,2019-10-09
67422,Abigail,Adams,abigailada@yahoo.com,Los Angeles,CA,Consumer,Bronze,2020-06-07
77839,John,Flores,john.flores@gmail.com,Nashville,TN,Consumer,Silver,2020-08-15
69177,Harper,White,white96@outlook.com,Houston,TX,Small Business,Silver,2020-11-02
25860,Abigail,Moore,moore78@icloud.com,San Antonio,TX,Consumer,Gold,2019-09-03
42493,Sophia,Torres,sophiator@hotmail.com,Portland,OR,Small Business,Bronze,2019-01-16
39451,Harper,Torres,torres54@yahoo.com,San Antonio,TX,Home Office,Silver,2021-10-15
18392,Charlotte,Moore,cmoore@yahoo.com,Dallas,TX,Corporate,Bronze,2021-05-31
54313,Evelyn,Hill,evelyn.hill@yahoo.com,Las Vegas,NV,Small Business,Bronze,2019-12-26
12757,Amelia,Allen,allen88@gmail.com,Chicago,IL,Small Business,Bronze,2019-09-22
87110,Harper,Adams,harperada@gmail.com,Philadelphia,PA,Home Office,Bronze,2021-02-17
82603,Anna,Davis,anna.davis@yahoo.com,San Diego,CA,Consumer,Bronze,2021-12-26
40161,William,Martin,william.martin@gmail.com,Philadelphia,PA,Corporate,Gold,2022-12-12
87128,Lisa,Davis,lisa.davis@hotmail.com,Denver,CO,Consumer,Silver,2020-04-16
38864,Harper,Wilson,,Chicago,IL,Corporate,Platinum,2021-10-21
10942,Mark,White,white39@hotmail.com,Unknown,PA,Consumer,Silver,2022-02-18
19305,Sarah,Martin,sarahmar@icloud.com,New York,NY,Corporate,Bronze,2022-09-30
92719,Charles,Smith,charlessmi@gmail.com,Columbus,OH,Corporate,Silver,2020-12-26
17716,Evelyn,Jackson,ejackson@icloud.com,Charlotte,NC,Corporate,Bronze,2019-05-28
40007,Maria,Anderson,manderson@yahoo.com,Memphis,TN,Home Office,Bronze,2021-03-24
18834,Evelyn,Wright,ewright@icloud.com,Nashville,TN,Small Business,Silver,2019-03-28
14117,Isabella,Wright,iwright@yahoo.com,Indianapolis,IN,Consumer,Gold,2021-06-12
53309,Anna,Hill,annahil@yahoo.com,San Jose,CA,Consumer,Bronze,2019-02-08
19287,Robert,Jackson,rjackson@hotmail.com,Los Angeles,CA,Consumer,Bronze,2021-07-30
77391,Steven,Torres,steven.torres@outlook.com,San Diego,CA,Home Office,Bronze,2019-06-09
41195,Abigail,Garcia,abigailgar@icloud.com,San Jose,CA,Corporate,Gold,2020-10-03
46500,Thomas,Flores,flores16@hotmail.com,Memphis,TN,Home Office,Silver,2022-03-25
97684,Olivia,Harris,harris77@outlook.com,San Jose,CA,Consumer,Gold,2021-05-29
73624,Emma,Nelson,nelson62@outlook.com,Memphis,TN,Consumer,Bronze,2022-03-20
38080,Steven,Jones,sjones@yahoo.com,Charlotte,NC,Home Office,Platinum,2021-04-08
80678,Harper,Allen,harperall@hotmail.com,Chicago,IL,Home Office,Bronze,2022-12-24
27342,Evelyn,Moore,moore40@icloud.com,Las Vegas,NV,Consumer,Bronze,2022-08-04
84847,Anna,Smith,asmith@yahoo.com,San Diego,CA,Consumer,Gold,2021-05-05
85525,Anna,Nelson,nelson17@yahoo.com,Dallas,TX,Consumer,Silver,2020-08-15
71953,James,Jackson,jackson63@icloud.com,Portland,OR,Small Business,Gold,2019-08-24
41850,Charlotte,Young,,Washington,DC,Consumer,Silver,2021-04-09
71993,Robert,Young,robertyou@hotmail.com,Las Vegas,NV,Consumer,Bronze,2019-02-12
63354,Charles,Wright,charleswri@outlook.com,San Antonio,TX,Consumer,Silver,2020-10-27
34957,John,Smith,john.smith@outlook.com,Columbus,OH,Home Office,Gold,2019-12-18
22363,William,Williams,wwilliams@hotmail.com,Houston,TX,Consumer,Silver,2022-06-19
22704,Evelyn,King,evelynkin@gmail.com,Denver,CO,Consumer,Bronze,2021-07-31
96374,David,White,dwhite@gmail.com,San Diego,CA,Corporate,Bronze,2022-11-13
66498,Paul,Jones,paul.jones@hotmail.com,Portland,OR,Corporate,Silver,2021-01-11
56438,William,Green,williamgre@gmail.com,Phoenix,AZ,Small Business,Bronze,2019-06-30
65519,Olivia,Harris,oliviahar@icloud.com,Dallas,TX,Consumer,Silver,2021-06-13
63883,Anthony,Garcia,anthonygar@hotmail.com,Phoenix,AZ,Corporate,Bronze,2019-08-05
71213,Daniel,Johnson,djohnson@outlook.com,Chicago,IL,Consumer,Silver,2020-05-13
17100,Charles,Wilson,,Los Angeles,CA,Consumer,Bronze,2021-06-11
98259,Charlotte,Jackson,charlotte.jackson@yahoo.com,Philadelphia,PA,Consumer,Bronze,2022-04-21
95649,Steven,Anderson,stevenand@hotmail.com,San Jose,CA,Consumer,Gold,2021-03-31
94696,Mia,Miller,miamil@icloud.com,Nashville,TN,Consumer,Bronze,2021-12-09
22899,John,Harris,johnhar@hotmail.com,Washington,DC,Small Business,Platinum,2019-06-11
17944,James,Anderson,janderson@icloud.com,San Jose,CA,Consumer,Bronze,2021-03-21
62772,Sarah,Anderson,anderson69@outlook.com,Charlotte,NC,Consumer,Platinum,2020-09-27
54473,Andrew,Nguyen,anguyen@icloud.com,Houston,TX,Consumer,Gold,2020-11-26
24322,William,Adams,wadams@outlook.com,Charlotte,NC,Small Business,Bronze,2020-03-29
42591,Lisa,Jackson,jackson69@outlook.com,Memphis,TN,Home Office,Silver,2020-11-13
35112,Matthew,Wilson,wilson50@gmail.com,San Jose,CA,Consumer,Bronze,2019-12-11
34931,William,Nguyen,wnguyen@yahoo.com,Memphis,TN,Corporate,Gold,2019-06-06
80292,Maria,Flores,flores15@outlook.com,Fort Worth,TX,Corporate,Silver,2021-11-11
68800,Sarah,White,sarahwhi@icloud.com,Dallas,TX,Small Business,Platinum,2022-07-20
28373,Ava,Wilson,ava.wilson@yahoo.com,Seattle,WA,Consumer,Bronze,2019-08-22
65296,Sophia,Flores,flores47@outlook.com,Denver,CO,Consumer,Silver,2021-12-22
34050,Olivia,Williams,oliviawil@yahoo.com,Indianapolis,IN,Consumer,Silver,2021-11-10
46509,Amelia,Martin,ameliamar@outlook.com,Charlotte,NC,Consumer,Bronze,2020-02-02
70637,Harper,Smith,harpersmi@hotmail.com,Chicago,IL,Home Office,Bronze,2020-12-16
42742,John,Torres,jtorres@hotmail.com,Nashville,TN,Consumer,Silver,2020-12-20
19880,Sophia,Moore,moore92@outlook.com,Los Angeles,CA,Corporate,Bronze,2022-08-14
68082,Ava,Johnson,johnson31@hotmail.com,Columbus,OH,Corporate,Bronze,2019-10-30
82132,Daniel,Thomas,danieltho@outlook.com,Austin,TX,Corporate,Silver,2020-04-28
22833,Sarah,Davis,davis33@yahoo.com,Nashville,TN,Consumer,Silver,2019-07-30
16630,Charles,King,charles.king@icloud.com,Dallas,TX,Corporate,Silver,2019-10-27
95477,Andrew,Williams,andrew.williams@icloud.com,New York,NY,Consumer,Gold,2020-06-08
80855,Matthew,Nguyen,matthew.nguyen@gmail.com,Chicago,IL,Consumer,Bronze,2020-02-09
11934,Robert,King,,San Diego,CA,Corporate,Silver,2019-12-22
22224,William,Johnson,william.johnson@yahoo.com,Las Vegas,NV,Consumer,Silver,2022-05-18
40982,Maria,Nguyen,maria.nguyen@yahoo.com,Washington,DC,Corporate,Silver,2019-11-10
31798,Mark,Smith,smith57@yahoo.com,Washington,DC,Consumer,Bronze,2022-09-04
63269,Sophia,Davis,davis94@gmail.com,New York,NY,Consumer,Silver,2019-06-04
73653,James,Miller,james.miller@hotmail.com,Las Vegas,NV,Home Office,Bronze,2019-12-29
73092,Daniel,Flores,flores11@gmail.com,Dallas,TX,Consumer,Bronze,2022-07-10
38016,Abigail,Smith,,Washington,DC,Consumer,Silver,2021-10-08
62565,Harper,Allen,hallen@icloud.com,Los Angeles,CA,Home Office,Bronze,2021-08-08
17685,Mia,Jones,jones32@gmail.com,Philadelphia,PA,Consumer,Bronze,2022-02-28
31579,Charlotte,Davis,charlotte.davis@gmail.com,Indianapolis,IN,Home Office,Silver,2022-04-01
59672,Amelia,Jones,ameliajon@icloud.com,Seattle,WA,Consumer,Bronze,2021-07-08
10282,Amelia,Martin,ameliamar@yahoo.com,Portland,OR,Consumer,Bronze,2022-10-26
